,Absorption,Name,Structure,Class,File,Wavelength,Epsilon,Solvent,Emission,File.1,Solvent.1,Quantum Yield
107,,L-Phenylalanine,F02_63-91-2_L-Phenylalanine.str.tif,Biomolecules,F02_63-91-2_L-Phenylalanine.abs.txt,257.5,195,water,,F02_63-91-2_L-Phenylalanine.ems.txt,water,0.022
108,,L-Tyrosine,F03_60-18-4_L-Tyrosine.str.tif,Biomolecules,F03_60-18-4_L-Tyrosine.abs.txt,274.25,"1,405","phosphate buffer (pH 7, 0.1 M)",,F03_60-18-4_L-Tyrosine.ems.txt,"phosphate buffer (pH 7, 0.1 M)",0.13
109,,L-Histidine,F04_71-00-1_L-Histidine.str.tif,Biomolecules,F04_71-00-1_L-Histidine.abs.txt,211.0,"5,700",water,,,,
110,,L-Tryptophan,F05_73-22-3_L-Tryptophan.str.tif,Biomolecules,F05_73-22-3_L-Tryptophan.abs.txt,278.0,"5,579","phosphate buffer (pH 7, 0.1 M)",,F05_73-22-3_L-Tryptophan.ems.txt,"phosphate buffer (pH 7, 0.1 M)",0.12
111,,Adenine,F06_73-24-5_Adenine.str.tif,Biomolecules,F06_73-24-5_Adenine.abs.txt,261.0,"13,000",water (pH 7),,,,
112,,Guanine,F07_73-40-5_Guanine.str.tif,Biomolecules,F07_73-40-5_Guanine.abs.txt,243.0,"10,700",water,,,,
113,,Cytosine,F08_71-30-7_Cytosine.str.tif,Biomolecules,F08_71-30-7_Cytosine.abs.txt,266.75,"6,100",water,,,,
114,,Thymine,F09_65-71-4_Thymine.str.tif,Biomolecules,F09_65-71-4_Thymine.abs.txt,263.75,"7,900",water,,,,
115,,Uracil,F10_66-22-8_Uracil.str.tif,Biomolecules,F10_66-22-8_Uracil.abs.txt,258.25,"8,200",water,,,,
116,,2-Amino-4-methylpyrimidine ,F11_108-52-1_2-Amino-4-methylpyrimidine.str.tif,Biomolecules,F11_108-52-1_2-Amino-4-methylpyrimidine.abs.txt,228.0,"14,500",ethanol,,,,
117,,"2,4-dihydroxy-6-methylpyrimidine","F12_626-48-2_2,4-dihydroxy-6-methylpyrimidine.str.tif",Biomolecules,"F12_626-48-2_2,4-dihydroxy-6-methylpyrimidine.abs.txt",259.0,"9,300",ethanol,,,,
118,,D-(-)-Salicin,F13_138-52-3_D-(-)-Salicin.str.tif,Biomolecules,F13_138-52-3_D-(-)-Salicin.abs.txt,212.0,"1,000",ethanol,,,,
119,,Riboflavin,F14_83-88-5_Riboflavin.str.tif,Biomolecules,F14_83-88-5_Riboflavin.abs.txt,263.0,"33,000",ethanol,,F14_83-88-5_Riboflavin.ems.txt,ethanol,0.3
120,,L-Ascorbic acid,F15_50-81-7_L-Ascorbic_acid.str.tif,Biomolecules,F15_50-81-7_L-Ascorbic_acid.abs.txt,265.0,"14,000",PBS,,,,
121,,DL-alpha-Tocopherol,F16_10191-41-0_DL-alpha-Tocopherol.str.tif,Biomolecules,F16_10191-41-0_DL-alpha-Tocopherol.abs.txt,206.0,"26,300",ethanol,,F16_10191-41-0_DL-alpha-Tocopherol.ems.txt,ethanol,0.14
122,,Vitamin K1,F17_84-80-0_Vitamin_K1.str.tif,Biomolecules,F17_84-80-0_Vitamin_K1.abs.txt,248.0,"18,600",ethanol,,,,
123,,Folic acid,F18_59-30-3_Folic_acid.str.tif,Biomolecules,F18_59-30-3_Folic_acid.abs.txt,281.0,"25,200",PBS,,F18_59-30-3_Folic_acid.ems.txt,water,0.005
124,,"1,4-Benzoquinone","G01_106-51-4_1,4-Benzoquinone.str.tif",Quinones,"G01_106-51-4_1,4-Benzoquinone.abs.txt",239.75,"17,000",acetonitrile,,,,
125,,Hydroquinone,G02_123-31-9_Hydroquinone.str.tif,Quinones,G02_123-31-9_Hydroquinone.abs.txt,225.0,"17,000",acetonitrile,,G02_123-31-9_Hydroquinone.ems.txt,acetonitrile,0.16
126,,"2,3,5,6-Tetrachloro-1,4-benzoquinone ","G03_118-75-2_2,3,5,6-Tetrachloro-1,4-benzoquinone.str.tif",Quinones,"G03_118-75-2_2,3,5,6-Tetrachloro-1,4-benzoquinone.abs.txt",288.0,"22,400",acetonitrile,,,,
127,,Tetrachlorohydroquinone,G04_87-87-6_Tetrachlorohydroquinone.str.tif,Quinones,G04_87-87-6_Tetrachlorohydroquinone.abs.txt,211.0,"39,900",acetonitrile,,,,
128,,"2,3,5,6-Tetramethyl-1,4-benzoquinone","G05_527-17-3_2,3,5,6-Tetramethyl-1,4-benzoquinone.str.tif",Quinones,"G05_527-17-3_2,3,5,6-Tetramethyl-1,4-benzoquinone.abs.txt",270.0,"24,500",acetonitrile,,,,
129,,"2,3-Dichloro-5,6-dicyano-1,4-benzoquinone","G06_84-58-2_2,3-Dichloro-5,6-dicyano-1,4-benzoquinone.str.tif",Quinones,"G06_84-58-2_2,3-Dichloro-5,6-dicyano-1,4-benzoquinone.abs.txt",287.0,"12,300",chloroform,,,,
130,,"3,4,5,6-Tetrachloro-1,2-benzoquinone","G07_2435-53-2_3,4,5,6-Tetrachloro-1,2-benzoquinone.str.tif",Quinones,"G07_2435-53-2_3,4,5,6-Tetrachloro-1,2-benzoquinone.abs.txt",458.0,"1,480",chloroform,,,,
131,,"2,5-Diphenyl-1,4-benzoquinone","G08_844-51-9_2,5-Diphenyl-1,4-benzoquinone.str.tif",Quinones,"G08_844-51-9_2,5-Diphenyl-1,4-benzoquinone.ab.txt",243.0,"31,100",acetonitrile,,,,
132,,"2,5-Di-tert-butyl-1,4-benzoquinone","G09_2460-77-7_2,5-Di-tert-butyl-1,4-benzoquinone.str.tif",Quinones,"G09_2460-77-7_2,5-Di-tert-butyl-1,4-benzoquinone.abs.txt",258.0,"15,100",acetonitrile,,,,
133,,Tetracyanoethylene,G10_670-54-2_Tetracyanoethylene.str.tif,Quinones,G10_670-54-2_Tetracyanoethylene.abs.txt,267.0,"14,500",chloroform,,,,
134,,"7,7,8,8-Tetracyanoquinodimethane","G11_1518-16-7_7,7,8,8-Tetracyanoquinodimethane.str.tif",Quinones,"G11_1518-16-7_7,7,8,8-Tetracyanoquinodimethane.abs.txt",401.0,"42,700",chloroform,,,,
135,,"1,4-Naphthoquinone","G12_130-15-4_1,4-Naphthoquinone.str.tif",Quinones,"G12_130-15-4_1,4-Naphthoquinone.abs.txt",246.0,"21,300",ethanol,,,,
136,,"1,4-Naphthoquinone-2-sulfonic acid, Potassium salt","G13_34169-62-5_1,4-Naphthoquinone-2-sulfonic_acid_Potassium_salt.str.tif",Quinones,"G13_34169-62-5_1,4-Naphthoquinone-2-sulfonic_acid_Potassium_salt.abs.txt",255.0,"19,100",water,,,,
137,,"2,3-Dichloro-1,4-naphthoquinone","G14_117-80-6_2,3-Dichloro-1,4-naphthoquinone.str.tif",Quinones,"G14_117-80-6_2,3-Dichloro-1,4-naphthoquinone.abs.txt",280.0,"18,400",ethanol,,,,
138,,"2-Methyl-1,4-naphthoquinone","G15_58-27-5_2-Methyl-1,4-naphthoquinone.str.tif",Quinones,"G15_58-27-5_2-Methyl-1,4-naphthoquinone.abs.txt",251.0,"18,200",ethanol,,,,
139,,"9,10-Phenanthrenequinone ","G16_84-11-7_9,10-Phenanthrenequinone.str.tif",Quinones,"G16_84-11-7_9,10-Phenanthrenequinone.abs.txt",268.0,"29,000",chloroform,,,,
140,,"1,2-Naphthoquinone","G17_524-42-5_1,2-Naphthoquinone.str.tif",Quinones,"G17_524-42-5_1,2-Naphthoquinone.abs.txt",249.0,"19,200",methanol,,,,
141,,"1,2-Naphthoquinone-4-sulfonic acid, sodium salt","G18_521-24-4_1,2-Naphthoquinone-4-sulfonic_acid_sodium_salt.str.tif",Quinones,"G18_521-24-4_1,2-Naphthoquinone-4-sulfonic_acid_sodium_salt.abs.txt",250.0,"8,570",methanol,,,,
142,,"9,10-Anthraquinone","G19_84-65-1_9,10-Anthraquinone.str.tif",Quinones,"G19_84-65-1_9,10-Anthraquinone.abs.txt",251.25,"56,800",ethanol,,,,
143,,Alizarin,G20_72-48-0_Alizarin.str.tif,Quinones,G20_72-48-0_Alizarin.abs.txt,248.0,"28,400",ethanol,,,,
144,,Alizarin Red S,G21_130-22-3_Alizarin_Red_S.str.tif,Quinones,G21_130-22-3_Alizarin_Red_S.abs.txt,250.0,"20,000",ethanol,,,,
145,,"1,4-Anthraquinone","G22_635-12-1_1,4-Anthraquinone.str.tif",Quinones,"G22_635-12-1_1,4-Anthraquinone.abs.txt",233.0,"46,800",ethanol,,,,
146,,"5,12-Naphthacenequinone","G23_1090-13-7_5,12-Naphthacenequinone.str.tif",Quinones,"G23_1090-13-7_5,12-Naphthacenequinone.abs.txt",296.0,"36,300",benzene,,"G23_1090-13-7_5,12-Naphthacenequinone.ems.txt",benzene,0.43
147,,"6,13-Pentacenequinone","G24_3029-32-1_6,13-Pentacenequinone.str.tif",Quinones,"G24_3029-32-1_6,13-Pentacenequinone.abs.txt",303.0,"107,000",benzene,,"G24_3029-32-1_6,13-Pentacenequinone.ems.txt",benzene,0.54
148,,Coumarin,H01_91-64-5_Coumarin.str.tif,Coumarins,H01_91-64-5_Coumarin.abs.txt,275.0,"11,000",ethanol,,,,
149,,4-Hydroxycoumarin,H02_1076-38-6_4-Hydroxycoumarin.str.tif,Coumarins,H02_1076-38-6_4-Hydroxycoumarin.abs.txt,280.0,"8,470",ethanol,,H02_1076-38-6_4-Hydroxycoumarin.ems.txt,ethanol,0.003
150,,7-Hydroxycoumarin,H03_93-35-6_7-Hydroxycoumarin.str.tif,Coumarins,H03_93-35-6_7-Hydroxycoumarin.abs.txt,326.0,"16,800",ethanol,,H03_93-35-6_7-Hydroxycoumarin.ems.txt,methanol,0.08
151,,7-Hydroxy-4-(trifluoromethyl)coumarin,H04_575-03-1_7-Hydroxy-4-(trifluoromethyl)coumarin.str.tif,Coumarins,H04_575-03-1_7-Hydroxy-4-(trifluoromethyl)coumarin.abs.txt,338.0,"12,600",ethanol,,H04_575-03-1_7-Hydroxy-4-(trifluoromethyl)coumarin.ems.txt,ethanol,0.2
152,,7-Methoxycoumarin-4-acetic acid,H05_62935-72-2_7-Methoxycoumarin-4-acetic_acid.str.tif,Coumarins,H05_62935-72-2_7-Methoxycoumarin-4-acetic_acid.abs.txt,323.75,"11,820",methanol,,H05_62935-72-2_7-Methoxycoumarin-4-acetic_acid.ems.txt,methanol,0.18
153,,Coumarin 1,H06_91-44-1_Coumarin_1.str.tif,Coumarins,H06_91-44-1_Coumarin_1.abs.txt,373.25,"23,500",ethanol,,H06_91-44-1_Coumarin_1.ems.txt,ethanol,0.5
154,,Coumarin 6,H07_38215-36-0_Coumarin_6.str.tif,Coumarins,H07_38215-36-0_Coumarin_6.abs.txt,459.25,"54,000",ethanol,,H07_38215-36-0_Coumarin_6.ems.txt,ethanol,0.78
155,,Coumarin 7,H08_27425-55-4_Coumarin_7.str.tif,Coumarins,H08_27425-55-4_Coumarin_7.abs.txt,436.0,"52,500",ethanol,,H08_27425-55-4_Coumarin_7.ems.txt,methanol,0.82
156,,Coumarin 30,H09_41044-12-6_Coumarin_30.str.tif,Coumarins,H09_41044-12-6_Coumarin_30.abs.txt,407.5,"54,000",acetonitrile,,H09_41044-12-6_Coumarin_30.ems.txt,ethanol,0.8
157,,Coumarin 151,H10_53518-15-3_Coumarin_151.str.tif,Coumarins,H10_53518-15-3_Coumarin_151.abs.txt,384.0,"17,000",ethanol,,H10_53518-15-3_Coumarin_151.ems.txt,ethanol,0.53
158,,Coumarin 314,H11_55804-66-5_Coumarin_314.str.tif,Coumarins,H11_55804-66-5_Coumarin_314.abs.txt,436.0,"46,800",ethanol,,H11_55804-66-5_Coumarin_314.ems.txt,ethanol,0.68
159,,Coumarin 343,H12_55804-65-4_Coumarin_343.str.tif,Coumarins,H12_55804-65-4_Coumarin_343.abs.txt,444.75,"44,300",ethanol,,H12_55804-65-4_Coumarin_343.ems.txt,ethanol,0.63
160,,Calcein Blue,H13_54375-47-2_Calcein_Blue.str.tif,Coumarins,H13_54375-47-2_Calcein_Blue.abs.txt,361.0,"16,100",PBS,,H13_54375-47-2_Calcein_Blue.ems.txt,PBS,0.59
161,,Urolithin B,H14_1139-83-9_Urolithin_B.str.tif,Coumarins,H14_1139-83-9_Urolithin_B.abs.txt,278.0,"11,300",ethanol,,H14_1139-83-9_Urolithin_B.ems.txt,dimethylformamide,0.21
162,,Acridine ,I01_260-94-6_Acridine.str.tif,Acridines,I01_260-94-6_Acridine.abs.txt,247.0,"178,000",ethanol,,I01_260-94-6_Acridine.ems.txt,ethanol,0.0079
163,,Proflavine hydrochloride,I02_952-23-8_Proflavine_hydrochloride.str.tif,Acridines,I02_952-23-8_Proflavine_hydrochloride.abs.txt,261.0,"53,700",water (pH 7),,I02_952-23-8_Proflavine_hydrochloride.ems.txt,water (pH 4),0.34
164,,Acridine Orange,I03_65-61-2_Acridine_Orange.str.tif,Acridines,I03_65-61-2_Acridine_Orange.abs.txt,270.5,"49,100",ethanol (basic),,I03_65-61-2_Acridine_Orange.ems.txt,ethanol (basic),0.2
165,,Acridine Yellow G,I04_135-49-9_Acridine_Yellow_G.str.tif,Acridines,I04_135-49-9_Acridine_Yellow_G.abs.txt,264.0,"51,100",ethanol,,I04_135-49-9_Acridine_Yellow_G.ems.txt,ethanol,0.47
166,,Acridone,I05_578-95-0_Acridone.str.tif,Acridines,I05_578-95-0_Acridone.abs.txt,249.0,"99,900",ethanol,,I05_578-95-0_Acridone.ems.txt,ethanol,0.42
167,,Phenazine,I06_92-82-0_Phenazine.str.tif,Acridines,I06_92-82-0_Phenazine.abs.txt,248.0,"107,000",ethanol,,,,
168,,Phenosafranin,I07_81-93-6_Phenosafranin.str.tif,Acridines,I07_81-93-6_Phenosafranin.abs.txt,533.0,"35,600",ethanol,,I07_81-93-6_Phenosafranin.ems.txt,methanol,0.2
169,,Neutral Red,I08_553-24-2_Neutral_Red.str.tif,Acridines,I08_553-24-2_Neutral_Red.abs.txt,278.0,"43,700",ethanol (basic),,I08_553-24-2_Neutral_Red.ems.txt,ethanol ,0.044
170,,Janus Green B,I09_2869-83-2_Janus_Green_B.str.tif,Acridines,I09_2869-83-2_Janus_Green_B.abs.txt,587.0,"35,000",PBS,,,,
171,,Phenothiazine,I10_92-84-2_Phenothiazine.str.tif,Acridines,I10_92-84-2_Phenothiazine.abs.txt,253.0,"47,600",cyclohexane,,I10_92-84-2_Phenothiazine.ems.txt,cyclohexane,0.006
172,,Thionin,I11_26754-93-8_Thionin.str.tif,Acridines,I11_26754-93-8_Thionin.abs.txt,605.0,"77,600",ethanol,,I11_26754-93-8_Thionin.ems.txt,ethanol,0.04
173,,Methylene blue,I12_61-73-4_Methylene_blue.str.tif,Acridines,I12_61-73-4_Methylene_blue.abs.txt,656.0,"40,700",ethanol,,I12_61-73-4_Methylene_blue.ems.txt,ethanol,0.04
174,,Azure II,I13_37247-10-2_Azure_II.str.tif,Acridines,I13_37247-10-2_Azure_II.abs.txt,654.0,"81,300",ethanol,,I13_37247-10-2_Azure_II.ems.txt,ethanol,0.04
175,,Toluidine Blue O,I14_92-31-9_Toluidine_Blue_O.str.tif,Acridines,I14_92-31-9_Toluidine_Blue_O.abs.txt,628.0,"74,000",ethanol,,I14_92-31-9_Toluidine_Blue_O.ems.txt,ethanol,0.076
176,,Phenoxathiin,I15_262-20-4_Phenoxathiin.str.tif,Acridines,I15_262-20-4_Phenoxathiin.abs.txt,237.0,"28,500",ethanol,,,,
177,,Phenoxazine,I16_135-67-1_Phenoxazine.str.tif,Acridines,I16_135-67-1_Phenoxazine.abs.txt,239.0,"39,800",ethanol,,I16_135-67-1_Phenoxazine.ems.txt,ethanol,0.025
178,,Oxazine 1,I17_24796-94-9_Oxazine_1.str.tif,Acridines,I17_24796-94-9_Oxazine_1.abs.txt,642.5,"117,000",methanol,,I17_24796-94-9_Oxazine_1.ems.txt,ethanol,0.11
179,,Cresyl Violet perchlorate,I18_41830-80-2_Cresyl_Violet_perchlorate.str.tif,Acridines,I18_41830-80-2_Cresyl_Violet_perchlorate.abs.txt,603.0,"28,000",ethanol,,I18_41830-80-2_Cresyl_Violet_perchlorate.ems.txt,methanol,0.54
180,,Nile Red,I19_7385-67-3_Nile_Red.str.tif,Acridines,I19_7385-67-3_Nile_Red.abs.txt,519.4,"38,000",dioxane,,I19_7385-67-3_Nile_Red.ems.txt,dioxane,0.7
181,,Nile Blue ,I20_53340-16-2_Nile_Blue.str.tif,Acridines,I20_53340-16-2_Nile_Blue.abs.txt,627.5,"67,000",ethanol,,I20_53340-16-2_Nile_Blue.ems.txt,ethanol,0.27
182,,Oxazine 170,I21_62669-60-7_Oxazine_170.str.tif,Acridines,I21_62669-60-7_Oxazine_170.abs.txt,613.25,"83,000",methanol,,I21_62669-60-7_Oxazine_170.ems.txt,methanol,0.63
183,,Azobenzene,J01_103-33-3_Azobenzene.str.tif,Azo Dyes ,J01_103-33-3_Azobenzene.abs.txt,319.0,"22,400",benzene,,,,
184,,Acid Red 2,J02_493-52-7_Acid_Red_2.str.tif,Azo Dyes ,J02_493-52-7_Acid_Red_2.abs.txt,430.0,"18,500",PBS,,,,
185,,Methyl Orange,J03_547-58-0_Methyl_Orange.str.tif,Azo Dyes ,J03_547-58-0_Methyl_Orange.abs.txt,466.0,"25,900",PBS,,,,
186,,Orange G,J04_1936-15-8_Orange_G.str.tif,Azo Dyes ,J04_1936-15-8_Orange_G.abs.txt,478.0,"20,900",PBS,,,,
187,,Orange II,J05_633-96-5_Orange_II.str.tif,Azo Dyes ,J05_633-96-5_Orange_II.abs.txt,486.0,"15,400",PBS,,,,
188,,Acid Red 88,J06_1658-56-6_Acid_Red_88.str.tif,Azo Dyes ,J06_1658-56-6_Acid_Red_88.abs.txt,503.0,"11,700",PBS,,,,
189,,Sudan I,J07_842-07-9_Sudan_I.str.tif,Azo Dyes ,J07_842-07-9_Sudan_I.abs.txt,481.0,"14,500",ethanol,,,,
190,,Sudan II,J08_3118-97-6_Sudan_II.str.tif,Azo Dyes ,J08_3118-97-6_Sudan_II.abs.txt,498.0,"15,800",ethanol,,,,
191,,Acid Violet 3,J09_1681-60-3_Acid_Violet_3.str.tif,Azo Dyes ,J09_1681-60-3_Acid_Violet_3.abs.txt,555.0,"36,000",PBS,,,,
192,,Acid Red 1,J10_3734-67-6_Acid_Red_1.str.tif,Azo Dyes ,J10_3734-67-6_Acid_Red_1.abs.txt,530.0,"31,900",PBS,,,,
193,,Acid Red 14,J11_3567-69-9_Acid_Red_14.str.tif,Azo Dyes ,J11_3567-69-9_Acid_Red_14.abs.txt,512.0,"24,000",PBS,,,,
194,,Acid Blue 92,J12_3861-73-2_Acid_Blue_92.str.tif,Azo Dyes ,J12_3861-73-2_Acid_Blue_92.abs.txt,563.0,"32,300",PBS,,,,
195,,Sudan III,J13_85-86-9_Sudan_III.str.tif,Azo Dyes ,J13_85-86-9_Sudan_III.abs.txt,504.0,"30,000",ethanol,,,,
196,,Sudan IV,J14_85-83-6_Sudan_IV.str.tif,Azo Dyes ,J14_85-83-6_Sudan_IV.abs.txt,518.0,"32,500",ethanol,,,,
197,,Acid Black 1,J15_1064-48-8_Acid_Black_1.str.tif,Azo Dyes ,J15_1064-48-8_Acid_Black_1.abs.txt,619.0,"51,600",PBS,,,,
198,,Ponceau S,J16_6226-79-5_Ponceau_S.str.tif,Azo Dyes ,J16_6226-79-5_Ponceau_S.abs.txt,513.0,"42,000",PBS,,,,
199,,Congo Red,J17_573-58-0_Congo_Red.str.tif,Azo Dyes ,J17_573-58-0_Congo_Red.abs.txt,483.0,"48,000",PBS,,,,
200,,Benzopurpurin 4B,J18_992-59-6_Benzopurpurin_4B.str.tif,Azo Dyes ,J18_992-59-6_Benzopurpurin_4B.abs.txt,497.0,"23,900",water,,,,
201,,Evans Blue,J19_314-13-6_Evans_Blue.str.tif,Azo Dyes ,J19_314-13-6_Evans_Blue.abs.txt,606.0,"86,000",PBS,,,,
202,,"1,1'-Diethyl-2,2'-cyanine iodide","K01_977-96-8_1,1'-Diethyl-2,2'-cyanine_iodide.str.tif",Cyanine Dyes,"K01_977-96-8_1,1'-Diethyl-2,2'-cyanine_iodide.abs.txt",524.25,"54,000",ethanol,,,,
203,,"1,1'-Diethyl-2,2'-carbocyanine iodide ","K02_605-91-4_1,1'-Diethyl-2,2'-carbocyanine_iodide.str.tif",Cyanine Dyes,"K02_605-91-4_1,1'-Diethyl-2,2'-carbocyanine_iodide.abs.txt",603.5,"128,000",methanol,,"K02_605-91-4_1,1'-Diethyl-2,2'-carbocyanine_iodide.ems.txt",methanol,0.001
204,,"1,1'-Diethyl-2,2'-dicarbocyanine iodide","K03_14187-31-6_1,1'-Diethyl-2,2'-dicarbocyanine_iodide.str.tif",Cyanine Dyes,"K03_14187-31-6_1,1'-Diethyl-2,2'-dicarbocyanine_iodide.abs.txt",711.0,"326,000",ethanol,,"K03_14187-31-6_1,1'-Diethyl-2,2'-dicarbocyanine_iodide.ems.txt",ethanol,0.0028
205,,"1,1'-Diethyl-4,4'-cyanine iodide","K04_4727-49-5_1,1'-Diethyl-4,4'-cyanine_iodide.str.tif",Cyanine Dyes,"K04_4727-49-5_1,1'-Diethyl-4,4'-cyanine_iodide.abs.txt",592.0,"75,000",ethanol,,,,
206,,"1,1'-Diethyl-4,4'-carbocyanine iodide","K05_4727-50-8_1,1'-Diethyl-4,4'-carbocyanine_iodide.str.tif",Cyanine Dyes,"K05_4727-50-8_1,1'-Diethyl-4,4'-carbocyanine_iodide.abs.txt",709.5,"210,000",ethanol,,"K05_4727-50-8_1,1'-Diethyl-4,4'-carbocyanine_iodide.ems.txt",ethanol,0.007
207,,"1,1'-Diethyl-4,4'-dicarbocyanine iodide","K06_18300-31-7_1,1'-Diethyl-4,4'-dicarbocyanine_iodide.str.tif",Cyanine Dyes,"K06_18300-31-7_1,1'-Diethyl-4,4'-dicarbocyanine_iodide.abs.txt",818.0,"213,000",ethanol,,"K06_18300-31-7_1,1'-Diethyl-4,4'-dicarbocyanine_iodide.ems.txt",DMSO,0.033
208,,"3,3'-Diethyloxacarbocyanine iodide","K07_905-96-4_3,3'-Diethyloxacarbocyanine_iodide.str.tif",Cyanine Dyes,"K07_905-96-4_3,3'-Diethyloxacarbocyanine_iodide.abs.txt",485.0,"149,000",ethanol,,"K07_905-96-4_3,3'-Diethyloxacarbocyanine_iodide.ems.txt",methanol,0.05
209,,"3,3'-Diethyloxadicarbocyanine iodide","K08_14806-50-9_3,3'-Diethyloxadicarbocyanine_iodide.str.tif",Cyanine Dyes,"K08_14806-50-9_3,3'-Diethyloxadicarbocyanine_iodide.abs.txt",582.0,"237,000",ethanol,,"K08_14806-50-9_3,3'-Diethyloxadicarbocyanine_iodide.ems.txt",ethanol,0.49
210,,"3,3'-Diethyloxatricarbocyanine iodide","K09_15185-43-0_3,3'-Diethyloxatricarbocyanine_iodide.str.tif",Cyanine Dyes,"K09_15185-43-0_3,3'-Diethyloxatricarbocyanine_iodide.abs.txt",687.5,"220,000",ethanol,,"K09_15185-43-0_3,3'-Diethyloxatricarbocyanine_iodide.ems.txt",ethanol,0.49
211,,"1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine Iodide","K10_14696-39-0_1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine_iodide.str.tif",Cyanine Dyes,"K10_14696-39-0_1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine_iodide.abs.txt",544.25,"133,000",methanol,,"K10_14696-39-0_1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine_iodide.ems.txt",methanol,0.07
212,,"1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine Iodide","K11_17094-16-5_1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine_iodide.str.tif",Cyanine Dyes,"K11_17094-16-5_1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine_iodide.abs.txt",637.5,"200,000",methanol,,"K11_17094-16-5_1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine_iodide.ems.txt",methanol,0.4
213,,"1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine Iodide","K12_15185-47-4_1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine_iodide.str.tif",Cyanine Dyes,"K12_15185-47-4_1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine_iodide.abs.txt",742.25,"240,000",ethanol,,"K12_15185-47-4_1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine_iodide.ems.txt",ethanol,0.28
214,,Indocyanine Green,K13_3599-32-4_Indocyanine_Green.str.tif,Cyanine Dyes,K13_3599-32-4_Indocyanine_Green.abs.txt,789.0,"194,000",ethanol,,K13_3599-32-4_Indocyanine_Green.ems.txt,ethanol,0.05
215,,"3,3'-Diethylthiacarbocyanine iodide","K14_905-97-5_3,3'-Diethylthiacarbocyanine_iodide.str.tif",Cyanine Dyes,"K14_905-97-5_3,3'-Diethylthiacarbocyanine_iodide.abs.txt",559.25,"161,000",ethanol,,"K14_905-97-5_3,3'-Diethylthiacarbocyanine_iodide.ems.txt",ethanol,0.05
216,,"3,3'-Diethylthiadicarbocyanine iodide ","K15_514-73-8_3,3'-Diethylthiadicarbocyanine_iodide.str.tif",Cyanine Dyes,"K15_514-73-8_3,3'-Diethylthiadicarbocyanine_iodide.abs.txt",655.75,"249,000",ethanol,,"K15_514-73-8_3,3'-Diethylthiadicarbocyanine_iodide.ems.txt",ethanol,0.35
217,,"3,3'-Diethylthiatricarbocyanine iodide ","K16_3071-70-3_3,3'-Diethylthiatricarbocyanine_iodide.str.tif",Cyanine Dyes,"K16_3071-70-3_3,3'-Diethylthiatricarbocyanine_iodide.abs.txt",763.25,"212,000",isopropanol,,,,
218,,Merocyanine 540,K17_62796-23-0_Merocyanine_540.str.tif,Cyanine Dyes,K17_62796-23-0_Merocyanine_540.abs.txt,559.5,"138,000",ethanol,,K17_62796-23-0_Merocyanine_540.ems.txt,ethanol,0.39
219,,"4-(dicyanomethylene)-2-methyl-6-(p-dimethylaminostyryl)-4H-pyran, [DCM] ",K18_51325-91-8_[DCM].str.tif,Cyanine Dyes,K18_51325-91-8_[DCM].abs.txt,468.0,"42,000",methanol,,K18_51325-91-8_[DCM].ems.txt,methanol,0.43
220,,Stains all,K19_7423-31-6_Stains_all.str.tif,Cyanine Dyes,K19_7423-31-6_Stains_all.abs.txt,575.5,"96,500",ethanol,,K19_7423-31-6_Stains_all.ems.txt,,
221,,Auramine O,L01_2465-27-2_Auramine_O.str.tif,Arylmethane Dyes,L01_2465-27-2_Auramine_O.abs.txt,431.25,"25,300",water,,L01_2465-27-2_Auramine_O.ems.txt,glycerol,0.03
222,,Malachite Green,L02_2437-29-8_Malachite_Green.str.tif,Arylmethane Dyes,L02_2437-29-8_Malachite_Green.abs.txt,616.5,"77,200",water,,,,
223,,Crystal Violet,L03_548-62-9_Crystal_Violet.str.tif,Arylmethane Dyes,L03_548-62-9_Crystal_Violet.abs.txt,590.5,"75,800",water,,L03_548-62-9_Crystal_Violet.ems.txt,glycerol,0.019
224,,p-Fuchsin,L04_632-99-5_p-Fuchsin.str.tif,Arylmethane Dyes,L04_632-99-5_p-Fuchsin.abs.txt,543.0,"80,600",PBS,,,,
225,,Methyl Violet,L05_8004-87-3_Methy_Violet.str.tif,Arylmethane Dyes,L05_8004-87-3_Methy_Violet.abs.txt,585.0,"84,300",PBS,,,,
226,,Methyl Green,L06_7114-03-6_Methyl_Green.str.tif,Arylmethane Dyes,L06_7114-03-6_Methyl_Green.abs.txt,632.0,"77,800",PBS,,,,
227,,Methyl Blue,L07_28983-56-4_Methyl_Blue.str.tif,Arylmethane Dyes,L07_28983-56-4_Methyl_Blue.abs.txt,590.0,"12,250",PBS,,,,
