Wavelength (nm)	T16 BChl a abs N
608.60	0.041101
608.80	0.040522
609.00	0.040075
609.20	0.039259
609.40	0.039154
609.60	0.038601
609.80	0.038101
610.00	0.038075
610.20	0.037338
610.40	0.036838
610.60	0.036917
610.80	0.036233
611.00	0.035786
611.20	0.035496
611.40	0.035207
611.60	0.035049
611.80	0.034575
612.00	0.033996
612.20	0.033760
612.40	0.033812
612.60	0.033207
612.80	0.032654
613.00	0.032760
613.20	0.032944
613.40	0.032181
613.60	0.031734
613.80	0.031839
614.00	0.031444
614.20	0.031102
614.40	0.031181
614.60	0.031076
614.80	0.030813
615.00	0.029760
615.20	0.030576
615.40	0.030392
615.60	0.030049
615.80	0.029655
616.00	0.029602
616.20	0.029497
616.40	0.029576
616.60	0.029339
616.80	0.028997
617.00	0.029023
617.20	0.028681
617.40	0.028655
617.60	0.028918
617.80	0.028260
618.00	0.028392
618.20	0.028418
618.40	0.028102
618.60	0.028260
618.80	0.027813
619.00	0.028076
619.20	0.028050
619.40	0.027497
619.60	0.027366
619.80	0.027708
620.00	0.027708
620.20	0.027339
620.40	0.027339
620.60	0.027444
620.80	0.027655
621.00	0.026918
621.20	0.026524
621.40	0.026813
621.60	0.026918
621.80	0.026418
622.00	0.026997
622.20	0.026655
622.40	0.026550
622.60	0.026708
622.80	0.026655
623.00	0.026918
623.20	0.026602
623.40	0.027155
623.60	0.026445
623.80	0.026497
624.00	0.027129
624.20	0.026681
624.40	0.026866
624.60	0.026629
624.80	0.026445
625.00	0.026471
625.20	0.026708
625.40	0.026497
625.60	0.026813
625.80	0.026576
626.00	0.026681
626.20	0.027181
626.40	0.026813
626.60	0.027287
626.80	0.027050
627.00	0.025655
627.20	0.026945
627.40	0.027471
627.60	0.026787
627.80	0.026708
628.00	0.027023
628.20	0.027208
628.40	0.026971
628.60	0.027287
628.80	0.027602
629.00	0.027155
629.20	0.027023
629.40	0.027366
629.60	0.027260
629.80	0.027681
630.00	0.027865
630.20	0.027444
630.40	0.027497
630.60	0.028076
630.80	0.027944
631.00	0.027708
631.20	0.028234
631.40	0.027787
631.60	0.028155
631.80	0.028286
632.00	0.028392
632.20	0.028155
632.40	0.028365
632.60	0.028708
632.80	0.028418
633.00	0.028629
633.20	0.028971
633.40	0.029023
633.60	0.029050
633.80	0.029050
634.00	0.029076
634.20	0.028865
634.40	0.029102
634.60	0.029155
634.80	0.029339
635.00	0.028971
635.20	0.029260
635.40	0.029892
635.60	0.030049
635.80	0.030313
636.00	0.030049
636.20	0.030128
636.40	0.030023
636.60	0.030128
636.80	0.030128
637.00	0.030155
637.20	0.030286
637.40	0.030234
637.60	0.030339
637.80	0.030918
638.00	0.030970
638.20	0.030760
638.40	0.031023
638.60	0.031049
638.80	0.030997
639.00	0.031076
639.20	0.030944
639.40	0.031023
639.60	0.031497
639.80	0.031655
640.00	0.031128
640.20	0.031655
640.40	0.031681
640.60	0.032102
640.80	0.031707
641.00	0.032023
641.20	0.031970
641.40	0.031997
641.60	0.032233
641.80	0.032602
642.00	0.032260
642.20	0.032497
642.40	0.032944
642.60	0.032812
642.80	0.032549
643.00	0.033049
643.20	0.032970
643.40	0.032970
643.60	0.032944
643.80	0.032839
644.00	0.033102
644.20	0.033681
644.40	0.033839
644.60	0.033312
644.80	0.033365
645.00	0.033812
645.20	0.033733
645.40	0.033917
645.60	0.033891
645.80	0.034207
646.00	0.033944
646.20	0.033917
646.40	0.034207
646.60	0.034496
646.80	0.034786
647.00	0.034838
647.20	0.034444
647.40	0.034338
647.60	0.034996
647.80	0.035102
648.00	0.034681
648.20	0.034391
648.40	0.035312
648.60	0.034970
648.80	0.034996
649.00	0.034944
649.20	0.034865
649.40	0.035049
649.60	0.035312
649.80	0.035944
650.00	0.035312
650.20	0.035023
650.40	0.035338
650.60	0.034970
650.80	0.035680
651.00	0.035496
651.20	0.035917
651.40	0.035786
651.60	0.035996
651.80	0.035602
652.00	0.036759
652.20	0.035654
652.40	0.036417
652.60	0.036496
652.80	0.036075
653.00	0.035917
653.20	0.036759
653.40	0.035733
653.60	0.036444
653.80	0.036733
654.00	0.036549
654.20	0.036628
654.40	0.036417
654.60	0.036812
654.80	0.036154
655.00	0.036812
655.20	0.036865
655.40	0.036943
655.60	0.037364
655.80	0.037180
656.00	0.037443
656.20	0.037049
656.40	0.037180
656.60	0.037496
656.80	0.037154
657.00	0.037233
657.20	0.037864
657.40	0.037207
657.60	0.037996
657.80	0.037601
658.00	0.037654
658.20	0.037338
658.40	0.038101
658.60	0.038285
658.80	0.038443
659.00	0.038259
659.20	0.038364
659.40	0.038417
659.60	0.038207
659.80	0.038443
660.00	0.038101
660.20	0.038575
660.40	0.039049
660.60	0.038917
660.80	0.038733
661.00	0.039522
661.20	0.037943
661.40	0.038680
661.60	0.039101
661.80	0.038891
662.00	0.039312
662.20	0.038970
662.40	0.038943
662.60	0.039338
662.80	0.038785
663.00	0.039206
663.20	0.039101
663.40	0.038759
663.60	0.039206
663.80	0.039075
664.00	0.040075
664.20	0.039601
664.40	0.040022
664.60	0.039470
664.80	0.039812
665.00	0.039996
665.20	0.040390
665.40	0.040390
665.60	0.041627
665.80	0.041364
666.00	0.041390
666.20	0.041969
666.40	0.042048
666.60	0.042206
666.80	0.042548
667.00	0.042232
667.20	0.042995
667.40	0.042390
667.60	0.042917
667.80	0.042917
668.00	0.042917
668.20	0.043285
668.40	0.043390
668.60	0.044127
668.80	0.044837
669.00	0.044153
669.20	0.044364
669.40	0.044627
669.60	0.044785
669.80	0.044811
670.00	0.044943
670.20	0.045627
670.40	0.045364
670.60	0.044706
670.80	0.045864
671.00	0.045995
671.20	0.045627
671.40	0.046679
671.60	0.046548
671.80	0.046442
672.00	0.046627
672.20	0.046837
672.40	0.047416
672.60	0.047390
672.80	0.048363
673.00	0.048127
673.20	0.048548
673.40	0.048758
673.60	0.049126
673.80	0.049047
674.00	0.048995
674.20	0.049547
674.40	0.049600
674.60	0.049968
674.80	0.050416
675.00	0.050521
675.20	0.051074
675.40	0.051442
675.60	0.051389
675.80	0.051995
676.00	0.052337
676.20	0.052337
676.40	0.053231
676.60	0.052942
676.80	0.053915
677.00	0.054073
677.20	0.054021
677.40	0.054336
677.60	0.055205
677.80	0.054942
678.00	0.055442
678.20	0.055442
678.40	0.056336
678.60	0.056362
678.80	0.056994
679.00	0.057520
679.20	0.057099
679.40	0.057810
679.60	0.058257
679.80	0.058520
680.00	0.058862
680.20	0.058915
680.40	0.059336
680.60	0.059573
680.80	0.060336
681.00	0.060967
681.20	0.060915
681.40	0.061204
681.60	0.061599
681.80	0.061915
682.00	0.062730
682.20	0.062888
682.40	0.063572
682.60	0.064151
682.80	0.064020
683.00	0.064888
683.20	0.064914
683.40	0.065388
683.60	0.065783
683.80	0.066493
684.00	0.066809
684.20	0.066940
684.40	0.067309
684.60	0.067861
684.80	0.068335
685.00	0.068651
685.20	0.069098
685.40	0.069572
685.60	0.070414
685.80	0.070519
686.00	0.071256
686.20	0.071361
686.40	0.072571
686.60	0.072650
686.80	0.072992
687.00	0.074176
687.20	0.073703
687.40	0.074650
687.60	0.074729
687.80	0.075176
688.00	0.075413
688.20	0.076360
688.40	0.077150
688.60	0.076966
688.80	0.077965
689.00	0.078860
689.20	0.079307
689.40	0.079465
689.60	0.079755
689.80	0.080281
690.00	0.080597
690.20	0.081649
690.40	0.082097
690.60	0.082386
690.80	0.082965
691.00	0.083649
691.20	0.083675
691.40	0.084570
691.60	0.085333
691.80	0.085649
692.00	0.086228
692.20	0.085833
692.40	0.086465
692.60	0.086412
692.80	0.087596
693.00	0.088017
693.20	0.088149
693.40	0.089385
693.60	0.089885
693.80	0.089727
694.00	0.090754
694.20	0.091464
694.40	0.091859
694.60	0.092148
694.80	0.092780
695.00	0.092885
695.20	0.094016
695.40	0.094385
695.60	0.094911
695.80	0.095490
696.00	0.096516
696.20	0.097490
696.40	0.097411
696.60	0.098227
696.80	0.098437
697.00	0.099253
697.20	0.10023
697.40	0.10002
697.60	0.10065
697.80	0.10157
698.00	0.10154
698.20	0.10209
698.40	0.10302
698.60	0.10373
698.80	0.10391
699.00	0.10446
699.20	0.10494
699.40	0.10507
699.60	0.10596
699.80	0.10636
700.00	0.10688
700.20	0.10704
700.40	0.10796
700.60	0.10809
700.80	0.10899
701.00	0.10965
701.20	0.10975
701.40	0.11091
701.60	0.11099
701.80	0.11088
702.00	0.11178
702.20	0.11209
702.40	0.11162
702.60	0.11301
702.80	0.11320
703.00	0.11378
703.20	0.11401
703.40	0.11396
703.60	0.11467
703.80	0.11520
704.00	0.11578
704.20	0.11628
704.40	0.11638
704.60	0.11654
704.80	0.11757
705.00	0.11704
705.20	0.11786
705.40	0.11799
705.60	0.11875
705.80	0.11857
706.00	0.11909
706.20	0.11957
706.40	0.11943
706.60	0.12017
706.80	0.12091
707.00	0.12091
707.20	0.12151
707.40	0.12070
707.60	0.12138
707.80	0.12122
708.00	0.12151
708.20	0.12157
708.40	0.12201
708.60	0.12272
708.80	0.12280
709.00	0.12309
709.20	0.12354
709.40	0.12346
709.60	0.12436
709.80	0.12375
710.00	0.12443
710.20	0.12504
710.40	0.12488
710.60	0.12512
710.80	0.12551
711.00	0.12522
711.20	0.12580
711.40	0.12562
711.60	0.12570
711.80	0.12614
712.00	0.12641
712.20	0.12649
712.40	0.12617
712.60	0.12720
712.80	0.12699
713.00	0.12696
713.20	0.12717
713.40	0.12709
713.60	0.12717
713.80	0.12709
714.00	0.12672
714.20	0.12736
714.40	0.12736
714.60	0.12757
714.80	0.12793
715.00	0.12738
715.20	0.12814
715.40	0.12772
715.60	0.12812
715.80	0.12772
716.00	0.12780
716.20	0.12788
716.40	0.12775
716.60	0.12704
716.80	0.12770
717.00	0.12770
717.20	0.12741
717.40	0.12733
717.60	0.12767
717.80	0.12764
718.00	0.12817
718.20	0.12772
718.40	0.12770
718.60	0.12859
718.80	0.12843
719.00	0.12922
719.20	0.12899
719.40	0.12899
719.60	0.12912
719.80	0.12907
720.00	0.12943
720.20	0.12857
720.40	0.12880
720.60	0.12885
720.80	0.12875
721.00	0.12872
721.20	0.12949
721.40	0.12893
721.60	0.12885
721.80	0.12928
722.00	0.12946
722.20	0.12909
722.40	0.12954
722.60	0.12922
722.80	0.12941
723.00	0.12991
723.20	0.12972
723.40	0.12983
723.60	0.12949
723.80	0.13001
724.00	0.13007
724.20	0.12999
724.40	0.13035
724.60	0.13007
724.80	0.13059
725.00	0.13043
725.20	0.13064
725.40	0.13075
725.60	0.13109
725.80	0.13180
726.00	0.13120
726.20	0.13154
726.40	0.13264
726.60	0.13233
726.80	0.13159
727.00	0.13138
727.20	0.13151
727.40	0.13204
727.60	0.13230
727.80	0.13259
728.00	0.13254
728.20	0.13328
728.40	0.13320
728.60	0.13364
728.80	0.13417
729.00	0.13433
729.20	0.13509
729.40	0.13509
729.60	0.13559
729.80	0.13709
730.00	0.13725
730.20	0.13720
730.40	0.13812
730.60	0.13801
730.80	0.13891
731.00	0.13891
731.20	0.13946
731.40	0.13985
731.60	0.14072
731.80	0.14096
732.00	0.14180
732.20	0.14206
732.40	0.14354
732.60	0.14338
732.80	0.14367
733.00	0.14464
733.20	0.14512
733.40	0.14546
733.60	0.14617
733.80	0.14654
734.00	0.14798
734.20	0.14848
734.40	0.14904
734.60	0.14967
734.80	0.15072
735.00	0.15198
735.20	0.15275
735.40	0.15343
735.60	0.15485
735.80	0.15583
736.00	0.15640
736.20	0.15648
736.40	0.15825
736.60	0.15877
736.80	0.15980
737.00	0.16114
737.20	0.16201
737.40	0.16332
737.60	0.16375
737.80	0.16543
738.00	0.16638
738.20	0.16704
738.40	0.16848
738.60	0.16814
738.80	0.17003
739.00	0.17146
739.20	0.17253
739.40	0.17388
739.60	0.17517
739.80	0.17630
740.00	0.17735
740.20	0.17861
740.40	0.18053
740.60	0.18145
740.80	0.18306
741.00	0.18430
741.20	0.18574
741.40	0.18695
741.60	0.18893
741.80	0.18985
742.00	0.19166
742.20	0.19361
742.40	0.19503
742.60	0.19674
742.80	0.19814
743.00	0.20022
743.20	0.20274
743.40	0.20427
743.60	0.20600
743.80	0.20824
744.00	0.20961
744.20	0.21164
744.40	0.21303
744.60	0.21529
744.80	0.21750
745.00	0.21929
745.20	0.22132
745.40	0.22329
745.60	0.22569
745.80	0.22798
746.00	0.23032
746.20	0.23179
746.40	0.23424
746.60	0.23671
746.80	0.23908
747.00	0.24153
747.20	0.24426
747.40	0.24624
747.60	0.24876
747.80	0.25153
748.00	0.25392
748.20	0.25645
748.40	0.25960
748.60	0.26231
748.80	0.26516
749.00	0.26718
749.20	0.27000
749.40	0.27237
749.60	0.27547
749.80	0.27810
750.00	0.28094
750.20	0.28463
750.40	0.28721
750.60	0.29113
750.80	0.29423
751.00	0.29760
751.20	0.30168
751.40	0.30449
751.60	0.30789
751.80	0.31131
752.00	0.31476
752.20	0.31773
752.40	0.32199
752.60	0.32539
752.80	0.32891
753.00	0.33312
753.20	0.33654
753.40	0.34062
753.60	0.34491
753.80	0.34909
754.00	0.35280
754.20	0.35691
754.40	0.36130
754.60	0.36525
754.80	0.36912
755.00	0.37393
755.20	0.37767
755.40	0.38235
755.60	0.38651
755.80	0.39109
756.00	0.39583
756.20	0.40080
756.40	0.40477
756.60	0.40980
756.80	0.41530
757.00	0.42006
757.20	0.42522
757.40	0.42988
757.60	0.43469
757.80	0.43995
758.00	0.44427
758.20	0.45043
758.40	0.45540
758.60	0.46085
758.80	0.46598
759.00	0.47177
759.20	0.47663
759.40	0.48216
759.60	0.48829
759.80	0.49361
760.00	0.49929
760.20	0.50445
760.40	0.51039
760.60	0.51558
760.80	0.52189
761.00	0.52768
761.20	0.53368
761.40	0.53905
761.60	0.54534
761.80	0.55134
762.00	0.55728
762.20	0.56310
762.40	0.57015
762.60	0.57523
762.80	0.58149
763.00	0.58794
763.20	0.59436
763.40	0.60070
763.60	0.60736
763.80	0.61328
764.00	0.61886
764.20	0.62562
764.40	0.63257
764.60	0.63854
764.80	0.64480
765.00	0.65162
765.20	0.65790
765.40	0.66435
765.60	0.67185
765.80	0.67780
766.00	0.68432
766.20	0.69030
766.40	0.69708
766.60	0.70374
766.80	0.71061
767.00	0.71700
767.20	0.72350
767.40	0.72995
767.60	0.73624
767.80	0.74258
768.00	0.74921
768.20	0.75603
768.40	0.76221
768.60	0.76871
768.80	0.77550
769.00	0.78150
769.20	0.78763
769.40	0.79373
769.60	0.80007
769.80	0.80615
770.00	0.81218
770.20	0.81897
770.40	0.82431
770.60	0.83002
770.80	0.83665
771.00	0.84238
771.20	0.84817
771.40	0.85412
771.60	0.85994
771.80	0.86551
772.00	0.87109
772.20	0.87646
772.40	0.88130
772.60	0.88714
772.80	0.89241
773.00	0.89759
773.20	0.90248
773.40	0.90767
773.60	0.91261
773.80	0.91740
774.00	0.92227
774.20	0.92701
774.40	0.93127
774.60	0.93582
774.80	0.94003
775.00	0.94495
775.20	0.94806
775.40	0.95240
775.60	0.95603
775.80	0.95982
776.00	0.96287
776.20	0.96653
776.40	0.97013
776.60	0.97295
776.80	0.97582
777.00	0.97848
777.20	0.98090
777.40	0.98287
777.60	0.98555
777.80	0.98779
778.00	0.99013
778.20	0.99182
778.40	0.99340
778.60	0.99466
778.80	0.99576
779.00	0.99708
779.20	0.99874
779.40	0.99955
779.60	0.99934
779.80	0.99984
780.00	0.99979
780.20	1.0000
780.40	0.99955
780.60	0.99916
780.80	0.99816
781.00	0.99713
781.20	0.99671
781.40	0.99471
781.60	0.99416
781.80	0.99205
782.00	0.99005
782.20	0.98803
782.40	0.98584
782.60	0.98271
782.80	0.97992
783.00	0.97732
783.20	0.97434
783.40	0.97069
783.60	0.96724
783.80	0.96314
784.00	0.95900
784.20	0.95477
784.40	0.94982
784.60	0.94535
784.80	0.94080
785.00	0.93535
785.20	0.93019
785.40	0.92453
785.60	0.91903
785.80	0.91285
786.00	0.90635
786.20	0.89998
786.40	0.89354
786.60	0.88622
786.80	0.88051
787.00	0.87351
787.20	0.86570
787.40	0.85878
787.60	0.85052
787.80	0.84283
788.00	0.83418
788.20	0.82662
788.40	0.81789
788.60	0.80939
788.80	0.80047
789.00	0.79168
789.20	0.78365
789.40	0.77410
789.60	0.76484
789.80	0.75550
790.00	0.74621
790.20	0.73719
790.40	0.72732
790.60	0.71724
790.80	0.70719
791.00	0.69774
791.20	0.68782
791.40	0.67753
791.60	0.66719
791.80	0.65754
792.00	0.64788
792.20	0.63717
792.40	0.62788
792.60	0.61707
792.80	0.60683
793.00	0.59678
793.20	0.58641
793.40	0.57683
793.60	0.56639
793.80	0.55592
794.00	0.54657
794.20	0.53600
794.40	0.52592
794.60	0.51566
794.80	0.50547
795.00	0.49576
795.20	0.48545
795.40	0.47571
795.60	0.46656
795.80	0.45629
796.00	0.44598
796.20	0.43730
796.40	0.42746
796.60	0.41793
796.80	0.40911
797.00	0.40009
797.20	0.39112
797.40	0.38283
797.60	0.37357
797.80	0.36488
798.00	0.35620
798.20	0.34831
798.40	0.33949
798.60	0.33173
798.80	0.32286
799.00	0.31536
799.20	0.30731
799.40	0.30021
799.60	0.29247
799.80	0.28544
800.00	0.27742
800.20	0.27102
800.40	0.26384
800.60	0.25710
800.80	0.25021
801.00	0.24371
801.20	0.23724
801.40	0.23145
801.60	0.22545
801.80	0.21892
802.00	0.21329
802.20	0.20719
802.40	0.20177
802.60	0.19627
802.80	0.19137
803.00	0.18614
803.20	0.18048
803.40	0.17643
803.60	0.17125
803.80	0.16677
804.00	0.16238
804.20	0.15783
804.40	0.15346
804.60	0.14909
804.80	0.14480
805.00	0.14114
805.20	0.13788
805.40	0.13333
805.60	0.13028
805.80	0.12664
806.00	0.12301
806.20	0.11978
806.40	0.11646
806.60	0.11341
806.80	0.10999
807.00	0.10704
807.20	0.10425
807.40	0.10199
807.60	0.098884
807.80	0.096306
808.00	0.094253
808.20	0.091385
808.40	0.089017
808.60	0.086649
808.80	0.084096
809.00	0.082018
809.20	0.079781
809.40	0.077150
809.60	0.075834
809.80	0.073782
810.00	0.071887
810.20	0.069993
810.40	0.068414
810.60	0.066940
810.80	0.065440
811.00	0.063888
811.20	0.062388
811.40	0.060204
811.60	0.059152
811.80	0.057626
812.00	0.055941
812.20	0.055389
812.40	0.053205
812.60	0.052442
812.80	0.051495
813.00	0.050153
813.20	0.048863
813.40	0.047837
813.60	0.046127
813.80	0.045364
814.00	0.044680
814.20	0.043837
814.40	0.042311
814.60	0.041680
814.80	0.041180
815.00	0.039522
815.20	0.039680
815.40	0.037996
815.60	0.037996
815.80	0.036759
816.00	0.036023
816.20	0.035759
816.40	0.034233
816.60	0.033865
816.80	0.033575
817.00	0.032681
817.20	0.032023
817.40	0.031839
817.60	0.031049
817.80	0.030549
818.00	0.029997
818.20	0.029260
818.40	0.028892
818.60	0.027997
818.80	0.027813
819.00	0.027129
819.20	0.027339
819.40	0.026129
819.60	0.026339
819.80	0.025603
820.00	0.025524
820.20	0.024813
820.40	0.024234
820.60	0.024182
820.80	0.023866
821.00	0.023077
821.20	0.022708
821.40	0.022971
821.60	0.022103
821.80	0.022077
822.00	0.021682
822.20	0.020472
822.40	0.020761
822.60	0.020182
822.80	0.020208
823.00	0.019156
823.20	0.019814
823.40	0.019077
823.60	0.018656
823.80	0.018445
824.00	0.018209
824.20	0.017972
824.40	0.017761
824.60	0.017682
824.80	0.017235
825.00	0.017235
825.20	0.016446
825.40	0.016393
825.60	0.016209
825.80	0.016314
826.00	0.015656
826.20	0.015867
826.40	0.015525
826.60	0.015998
826.80	0.014341
827.00	0.014762
827.20	0.015209
827.40	0.014025
827.60	0.014262
827.80	0.014156
828.00	0.013630
828.20	0.013735
828.40	0.013893
828.60	0.013735
828.80	0.013288
829.00	0.012604
829.20	0.012972
829.40	0.013078
829.60	0.012472
829.80	0.013104
830.00	0.012051
830.20	0.012525
830.40	0.011762
830.60	0.011999
830.80	0.011841
831.00	0.011341
831.20	0.011051
831.40	0.010894
831.60	0.010736
831.80	0.011104
832.00	0.011736
832.20	0.011420
832.40	0.010788
832.60	0.010999
832.80	0.010183
833.00	0.010946
833.20	0.010341
833.40	0.0096569
833.60	0.010420
833.80	0.0088675
834.00	0.0094464
834.20	0.010315
834.40	0.010025
834.60	0.0097621
834.80	0.0089727
835.00	0.0094464
835.20	0.0090517
835.40	0.0090780
835.60	0.0086570
835.80	0.0089727
836.00	0.0088675
836.20	0.0085254
836.40	0.0086833
836.60	0.0086044
836.80	0.0084202
837.00	0.0076834
837.20	0.0074729
837.40	0.0083939
837.60	0.0080255
837.80	0.0088412
838.00	0.0076571
838.20	0.0082097
838.40	0.0077097
838.60	0.0078676
838.80	0.0074729
839.00	0.0082360
839.20	0.0077623
839.40	0.0079202
839.60	0.0077887
839.80	0.0066309
840.00	0.0070256
840.20	0.0069993
840.40	0.0069730
840.60	0.0065519
840.80	0.0067098
841.00	0.0069203
841.20	0.0071045
841.40	0.0065519
841.60	0.0065783
841.80	0.0074729
842.00	0.0072624
842.20	0.0056836
842.40	0.0067888
842.60	0.0064467
842.80	0.0057889
843.00	0.0068151
843.20	0.0067361
843.40	0.0061309
843.60	0.0065256
843.80	0.0054731
844.00	0.0057889
844.20	0.0054731
844.40	0.0054468
844.60	0.0052100
844.80	0.0057889
845.00	0.0048416
845.20	0.0057889
845.40	0.0055784
845.60	0.0049995
845.80	0.0054994
846.00	0.0055520
846.20	0.0046311
846.40	0.0060520
846.60	0.0049732
846.80	0.0047890
847.00	0.0049468
847.20	0.0043680
847.40	0.0054731
847.60	0.0053942
847.80	0.0053152
848.00	0.0048942
848.20	0.0053415
848.40	0.0054205
848.60	0.0047890
848.80	0.0048416
849.00	0.0052626
849.20	0.0047363
849.40	0.0054205
849.60	0.0046574
849.80	0.0049205
850.00	0.0050521
850.20	0.0049732
850.40	0.0053415
850.60	0.0046048
850.80	0.0040785
851.00	0.0042890
851.20	0.0045258
851.40	0.0048416
851.60	0.0044206
851.80	0.0046837
852.00	0.0039206
852.20	0.0046574
852.40	0.0043416
852.60	0.0044469
852.80	0.0039733
853.00	0.0039470
853.20	0.0039206
853.40	0.0039733
853.60	0.0044206
853.80	0.0043680
854.00	0.0036575
854.20	0.0032891
854.40	0.0033154
854.60	0.0030260
854.80	0.0036049
855.00	0.0043153
855.20	0.0037891
855.40	0.0035259
855.60	0.0028155
855.80	0.0039733
856.00	0.0029997
856.20	0.0034207
856.40	0.0031839
856.60	0.0034996
856.80	0.0033944
857.00	0.0038417
857.20	0.0027892
857.40	0.0031839
857.60	0.0035259
857.80	0.0041311
858.00	0.0027366
858.20	0.0041311
858.40	0.0031049
858.60	0.0030523
858.80	0.0031049
859.00	0.0031576
859.20	0.0039206
859.40	0.0032365
859.60	0.0032891
859.80	0.0039470
860.00	0.0040522
860.20	0.0032365
860.40	0.0036049
860.60	0.0031312
860.80	0.0033154
861.00	0.0040522
861.20	0.0044995
861.40	0.0031576
861.60	0.0029471
861.80	0.0038417
862.00	0.0031312
862.20	0.0030260
862.40	0.0034733
862.60	0.0025524
862.80	0.0030786
863.00	0.0035786
863.20	0.0035523
863.40	0.0037101
863.60	0.0040785
863.80	0.0027102
864.00	0.0035259
864.20	0.0026839
864.40	0.0042627
864.60	0.0035786
864.80	0.0035523
865.00	0.0027892
865.20	0.0039733
865.40	0.0042364
865.60	0.0043416
865.80	0.0041838
866.00	0.0032102
866.20	0.0043416
866.40	0.0041048
866.60	0.0038154
866.80	0.0037101
867.00	0.0050258
867.20	0.0043416
867.40	0.0045258
867.60	0.0052626
867.80	0.0049995
868.00	0.0045785
868.20	0.0047100
868.40	0.0042364
868.60	0.0048942
868.80	0.0049205
869.00	0.0050784
869.20	0.0056573
869.40	0.0044732
869.60	0.0049468
869.80	0.0052626
870.00	0.0051837
870.20	0.0048679
870.40	0.0041575
870.60	0.0049205
870.80	0.0053415
871.00	0.0056836
871.20	0.0053942
871.40	0.0044206
871.60	0.0047363
871.80	0.0041575
872.00	0.0049732
872.20	0.0047890
872.40	0.0046574
872.60	0.0050521
872.80	0.0053679
873.00	0.0057889
873.20	0.0050521
873.40	0.0034996
873.60	0.0055520
873.80	0.0036312
874.00	0.0058678
874.20	0.0039733
874.40	0.0049995
874.60	0.0042101
874.80	0.0044206
875.00	0.0047100
875.20	0.0048416
875.40	0.0046048
875.60	0.0046574
875.80	0.0049995
876.00	0.0048153
876.20	0.0034996
876.40	0.0048153
876.60	0.0043153
876.80	0.0050521
877.00	0.0042627
877.20	0.0040259
877.40	0.0035786
877.60	0.0037101
877.80	0.0044206
878.00	0.0044206
878.20	0.0046574
878.40	0.0036049
878.60	0.0036312
878.80	0.0026839
879.00	0.0032365
879.20	0.0024471
879.40	0.0013157
879.60	0.0021314
879.80	0.0024734
880.00	0.0014472
880.20	0.0027366
880.40	0.0017630
880.60	0.0034733
880.80	0.0018156
881.00	0.0026313
881.20	0.0018419
881.40	0.0028944
881.60	0.00063151
881.80	0.00092096
882.00	0.0020787
882.20	0.0029207
882.40	0.0019735
882.60	0.0023945
882.80	0.0029207
883.00	0.0024208
883.20	0.0030523
883.40	0.0024997
883.60	0.0029997
883.80	0.0036312
884.00	0.0034733
884.20	0.0022103
884.40	0.0018945
884.60	0.0011841
884.80	0.00099989
885.00	0.0048942
885.20	0.0035786
885.40	0.0018682
885.60	0.0037891
885.80	0.0031576
886.00	0.0014209
886.20	0.0024997
886.40	0.0041048
886.60	0.0049468
886.80	0.0044469
887.00	0.0041838
887.20	0.0019998
887.40	0.0034207
887.60	0.0027892
887.80	0.0037364
888.00	0.0028155
888.20	0.0025787
888.40	0.0029997
888.60	0.00092096
888.80	0.00084202
889.00	0.0033154
889.20	0.0027892
889.40	0.0011578
889.60	0.0048416
889.80	0.0054468
890.00	0.0018945
890.20	0.0013157
890.40	0.00052626
890.60	0.0020787
890.80	0.0026839
891.00	0.0029997
891.20	0.0029997
891.40	0.0019472
891.60	0.0037101
891.80	0.0015788
892.00	0.0015788
892.20	0.0055784
892.40	0.0023945
892.60	0.00094727
892.80	0.0029471
893.00	0.0033944
893.20	0.0057889
893.40	0.0024997
893.60	0.0066835
893.80	0.0057626
894.00	0.0038680
894.20	0.0019472
894.40	0.0014998
894.60	0.0033154
894.80	0.00063151
895.00	0.0041311
895.20	0.0022103
895.40	0.0039206
895.60	0.0043153
895.80	0.0021050
896.00	0.0037891
896.20	0.0051837
896.40	0.0063678
896.60	0.0041311
896.80	0.0041838
897.00	0.0048416
897.20	0.00034207
897.40	0.0029997
897.60	0.0026839
897.80	0.0034733
898.00	0.0043943
898.20	0.0033944
898.40	0.0013157
898.60	0.0024734
898.80	0.0053679
899.00	0.0022103
899.20	0.0054468
899.40	0.0069730
899.60	0.0051310
899.80	0.0056836
900.00	0.0024208
