Wavelength (nm)	K05 abs N
220.00	0.21677
220.25	0.21859
220.50	0.21867
220.75	0.21675
221.00	0.21737
221.25	0.21542
221.50	0.21455
221.75	0.21451
222.00	0.21614
222.25	0.21157
222.50	0.21039
222.75	0.20862
223.00	0.20631
223.25	0.20349
223.50	0.20092
223.75	0.19859
224.00	0.19785
224.25	0.19430
224.50	0.19146
224.75	0.18603
225.00	0.18323
225.25	0.17880
225.50	0.17396
225.75	0.17155
226.00	0.16821
226.25	0.16292
226.50	0.16024
226.75	0.15555
227.00	0.14990
227.25	0.14626
227.50	0.14196
227.75	0.13879
228.00	0.13631
228.25	0.13220
228.50	0.12785
228.75	0.12285
229.00	0.12116
229.25	0.11610
229.50	0.11139
229.75	0.10840
230.00	0.10405
230.25	0.10128
230.50	0.098256
230.75	0.095429
231.00	0.091607
231.25	0.089994
231.50	0.087007
231.75	0.083159
232.00	0.082877
232.25	0.079016
232.50	0.076909
232.75	0.076947
233.00	0.075592
233.25	0.072508
233.50	0.071525
233.75	0.069964
234.00	0.068956
234.25	0.067131
234.50	0.063585
234.75	0.064317
235.00	0.065146
235.25	0.062988
235.50	0.061799
235.75	0.061228
236.00	0.058806
236.25	0.059230
236.50	0.059300
236.75	0.058144
237.00	0.057302
237.25	0.056724
237.50	0.057559
237.75	0.057791
238.00	0.057431
238.25	0.055774
238.50	0.055427
238.75	0.055806
239.00	0.054373
239.25	0.055568
239.50	0.055529
239.75	0.055985
240.00	0.056487
240.25	0.057784
240.50	0.056493
240.75	0.056487
241.00	0.056063
241.25	0.056365
241.50	0.057354
241.75	0.057733
242.00	0.058664
242.25	0.057855
242.50	0.059621
242.75	0.058780
243.00	0.060270
243.25	0.059281
243.50	0.059878
243.75	0.060026
244.00	0.060309
244.25	0.061484
244.50	0.061696
244.75	0.062287
245.00	0.062564
245.25	0.063842
245.50	0.063527
245.75	0.063983
246.00	0.064716
246.25	0.065422
246.50	0.066470
246.75	0.064979
247.00	0.065127
247.25	0.066258
247.50	0.066303
247.75	0.066341
248.00	0.066521
248.25	0.065898
248.50	0.066733
248.75	0.065814
249.00	0.067459
249.25	0.067555
249.50	0.067555
249.75	0.067992
250.00	0.067973
250.25	0.068133
250.50	0.067966
250.75	0.068647
251.00	0.069071
251.25	0.067433
251.50	0.068410
251.75	0.069495
252.00	0.068031
252.25	0.069270
252.50	0.067857
252.75	0.068673
253.00	0.067690
253.25	0.068422
253.50	0.067529
253.75	0.066861
254.00	0.067414
254.25	0.067433
254.50	0.066637
254.75	0.065069
255.00	0.066213
255.25	0.065551
255.50	0.064902
255.75	0.065249
256.00	0.064574
256.25	0.064883
256.50	0.064061
256.75	0.064388
257.00	0.063399
257.25	0.062962
257.50	0.062718
257.75	0.059570
258.00	0.060392
258.25	0.058555
258.50	0.058086
258.75	0.056840
259.00	0.054803
259.25	0.054495
259.50	0.051418
259.75	0.051065
260.00	0.048585
260.25	0.046851
260.50	0.046118
260.75	0.044660
261.00	0.043818
261.25	0.043112
261.50	0.042868
261.75	0.040388
262.00	0.038576
262.25	0.038352
262.50	0.036656
262.75	0.035820
263.00	0.035474
263.25	0.035641
263.50	0.034362
263.75	0.033964
264.00	0.033052
264.25	0.032454
264.50	0.031381
264.75	0.031683
265.00	0.030424
265.25	0.029011
265.50	0.029480
265.75	0.029326
266.00	0.028414
266.25	0.028279
266.50	0.028067
266.75	0.029005
267.00	0.028677
267.25	0.027739
267.50	0.026621
267.75	0.026062
268.00	0.026647
268.25	0.027148
268.50	0.026005
268.75	0.025786
269.00	0.025882
269.25	0.026384
269.50	0.027007
269.75	0.026172
270.00	0.026608
270.25	0.025870
270.50	0.025953
270.75	0.025715
271.00	0.025086
271.25	0.026904
271.50	0.025683
271.75	0.024874
272.00	0.025015
272.25	0.025227
272.50	0.025099
272.75	0.025947
273.00	0.024437
273.25	0.025176
273.50	0.024000
273.75	0.024906
274.00	0.024174
274.25	0.025221
274.50	0.023910
274.75	0.023184
275.00	0.024283
275.25	0.023499
275.50	0.022805
275.75	0.022664
276.00	0.022606
276.25	0.022375
276.50	0.020968
276.75	0.020608
277.00	0.021199
277.25	0.020730
277.50	0.020827
277.75	0.019837
278.00	0.019934
278.25	0.019921
278.50	0.019870
278.75	0.019561
279.00	0.018495
279.25	0.018353
279.50	0.017595
279.75	0.018039
280.00	0.018938
280.25	0.018392
280.50	0.018514
280.75	0.017082
281.00	0.018842
281.25	0.017897
281.50	0.016767
281.75	0.016613
282.00	0.017049
282.25	0.017435
282.50	0.016195
282.75	0.017936
283.00	0.017396
283.25	0.019163
283.50	0.019291
283.75	0.018328
284.00	0.018251
284.25	0.016927
284.50	0.017775
284.75	0.016844
285.00	0.018013
285.25	0.018122
285.50	0.017762
285.75	0.019523
286.00	0.019182
286.25	0.019876
286.50	0.021276
286.75	0.019266
287.00	0.021142
287.25	0.019491
287.50	0.019060
287.75	0.020942
288.00	0.021334
288.25	0.021244
288.50	0.021912
288.75	0.022645
289.00	0.023306
289.25	0.023930
289.50	0.022047
289.75	0.023332
290.00	0.023441
290.25	0.021835
290.50	0.024000
290.75	0.023859
291.00	0.023660
291.25	0.024643
291.50	0.026005
291.75	0.026583
292.00	0.027733
292.25	0.028246
292.50	0.026563
292.75	0.028895
293.00	0.029037
293.25	0.029011
293.50	0.029159
293.75	0.028028
294.00	0.028728
294.25	0.029904
294.50	0.031548
294.75	0.030444
295.00	0.031414
295.25	0.034221
295.50	0.032705
295.75	0.034150
296.00	0.033007
296.25	0.033578
296.50	0.034870
296.75	0.034465
297.00	0.035827
297.25	0.035538
297.50	0.036032
297.75	0.039052
298.00	0.039578
298.25	0.039264
298.50	0.039598
298.75	0.040561
299.00	0.040504
299.25	0.039623
299.50	0.040285
299.75	0.040940
300.00	0.041005
300.25	0.042058
300.50	0.042296
300.75	0.043349
301.00	0.043953
301.25	0.043966
301.50	0.044557
301.75	0.045681
302.00	0.046157
302.25	0.044448
302.50	0.046048
302.75	0.046304
303.00	0.045071
303.25	0.045020
303.50	0.046471
303.75	0.047242
304.00	0.048463
304.25	0.048238
304.50	0.048572
304.75	0.050107
305.00	0.048726
305.25	0.049510
305.50	0.049394
305.75	0.048964
306.00	0.050005
306.25	0.051360
306.50	0.049684
306.75	0.052266
307.00	0.050628
307.25	0.052234
307.50	0.052163
307.75	0.054000
308.00	0.052947
308.25	0.054000
308.50	0.053949
308.75	0.053544
309.00	0.055144
309.25	0.054020
309.50	0.054983
309.75	0.055529
310.00	0.053904
